ts_code,end_date,name,Acquisition_of_subsidiary_cash_out,Add_depreciation_amortization,Add_finance_cost_expense,Add_impairment_provision,Add_other_operating_adjust,Add_share_based_payment_exp,Bond_redemption_payment,Capital_exp_fixed_asset,Capital_exp_intangible_other_asset,Cash_at_period_begin,Cash_at_period_end,Cash_generated_from_ops,Cash_outflow_for_investment,Cash_paid_for_minority_equity_subsidiary,Change_in_advance_other_payable,Change_in_customer_deposit_ops,Change_in_deferred_income,Change_in_deposit,Change_in_inventory,Change_in_loan_advance,Change_in_notes_receivable,Change_in_prepayment_other_receivable,Change_in_property_under_dev,Change_in_related_payable,Change_in_related_receivable_invest,Change_in_related_receivable_ops,Change_in_restricted_cash,Change_in_trade_payable_accrued,Change_in_trade_receivable,Change_in_trading_investment,Dividend_paid_financing,Dividend_received_investing,Dividend_received_operating,EBITDA_group,FX_effect_on_cash,Government_grant_investing,Income_tax_paid,Interest_paid_financing,Interest_paid_operating,Interest_received_financing,Interest_received_investing,Interest_received_operating,Issue_cost_payment,Less_FX_gain,Less_gain_on_asset_disposal,Less_government_grant,Less_interest_income,Less_investment_income,Less_revaluation_surplus,Less_share_profit_subsidiary,Net_cash_before_financing,Net_cash_from_financing,Net_cash_from_investing,Net_cash_from_operating,Net_change_in_cash,New_borrowings_proceeds,Non_operating_items,Operating_profit_before_wc_movement,Other_items_financing_cf,Other_items_investing_cf,Other_items_operating_cf,Other_items_working_cap_change,Other_period_adjust_items,Proceeds_from_bond_issue,Proceeds_from_disposal_investment,Proceeds_from_new_investment,Proceeds_from_sale_fixed_asset,Proceeds_from_sale_intangible_other,Proceeds_from_sale_subsidiary,Proceeds_from_share_issue,Profit_before_tax_operating,Repayment_finance_lease,Repayment_of_borrowings,Share_repurchase_cash_out
01579.HK,20251231,颐海国际,,227533000.0,-37724000.0,,5683000.0,,,319944000.0,2815000.0,1881867000.0,2084546000.0,1301345000.0,6752669000.0,,,,,270781000.0,-60306000.0,,,,,,,,,-106539000.0,-3383000.0,,695545000.0,,,,,8130000.0,364013000.0,,,,,49106000.0,,-13515000.0,,,,,12867000.0,,959121000.0,-730277000.0,-27317000.0,986438000.0,228844000.0,,,1471573000.0,,,,,-26165000.0,,6766764000.0,,2436000.0,,,,1275433000.0,34732000.0,,
01579.HK,20250630,颐海国际,,,,,,,,166677000.0,1988000.0,1881867000.0,1520183000.0,410619000.0,3431787000.0,,,,,18614000.0,,,,,,,,,,,,,420779000.0,,,,,,178376000.0,,,,,24705000.0,,,,,,,,,76423000.0,-428275000.0,-180525000.0,256948000.0,-351852000.0,,,,,,,,-9832000.0,,3399595000.0,,1718000.0,,,,,7496000.0,,
01579.HK,20241231,颐海国际,,203237000.0,-69770000.0,-19000.0,4639000.0,,,252641000.0,36684000.0,2309358000.0,1881867000.0,1235691000.0,3568385000.0,,,,,272349000.0,-98745000.0,,,,,,,,,85165000.0,-59256000.0,,1160691000.0,,,,,8750000.0,387916000.0,,,,,69938000.0,,-5835000.0,-360000.0,,,,13868000.0,,770045000.0,-1196633000.0,-147668000.0,917713000.0,-426588000.0,,,1308527000.0,,,,,-903000.0,,3423078000.0,,5865000.0,,,,1178113000.0,35942000.0,,
01579.HK,20240630,颐海国际,,,,,,,,129908000.0,1772000.0,2309358000.0,1864581000.0,393414000.0,769783000.0,,,,,383574000.0,,,,,,,,,,,,,827183000.0,,,,,5000000.0,228886000.0,,,,,44402000.0,,,,,,,,,399124000.0,-835790000.0,190194000.0,208930000.0,-436666000.0,,,,,,,,-8111000.0,,699901000.0,,3182000.0,,,,,8607000.0,,
01579.HK,20231231,颐海国际,,187227000.0,-69296000.0,22000.0,2119000.0,,,299351000.0,24999000.0,1880531000.0,2309358000.0,1244413000.0,677425000.0,,,,,211520000.0,14478000.0,,,,,,,,,-19836000.0,-112780000.0,,179312000.0,,,,,10000000.0,359051000.0,,,,,73637000.0,,18872000.0,-5260000.0,,,,8026000.0,,805223000.0,-384207000.0,-153776000.0,958999000.0,421016000.0,,,1362551000.0,,,,,7811000.0,,624086000.0,,2393000.0,,,,1264117000.0,29138000.0,,175757000.0
01579.HK,20230630,颐海国际,,,,,,,,156689000.0,1440000.0,1880531000.0,2092082000.0,394995000.0,442557000.0,,,,,481233000.0,,,,,,,,,,,,,179312000.0,,,,,5000000.0,201917000.0,,,,,27916000.0,,,,,,,,,550332000.0,-364532000.0,329338000.0,220994000.0,185800000.0,,,,,,,,25751000.0,,443288000.0,,503000.0,,,,,9463000.0,,175757000.0
01579.HK,20221231,颐海国际,,164319000.0,-24435000.0,-25000.0,3039000.0,,,413550000.0,3423000.0,1573621000.0,1880531000.0,1541002000.0,2056084000.0,,,,,-156032000.0,5263000.0,,,,,,,,,96528000.0,193643000.0,,384563000.0,,,,,4000000.0,299467000.0,,,,,30291000.0,,36462000.0,-6779000.0,,,,9794000.0,,698792000.0,-416646000.0,-573034000.0,1271826000.0,282146000.0,,,1245568000.0,,,,,24764000.0,,2050119000.0,,1936000.0,,,,1142147000.0,32083000.0,,
01579.HK,20220630,颐海国际,,,,,,,,230597000.0,2392000.0,1573621000.0,1586083000.0,480927000.0,2031080000.0,,,,,108705000.0,,,,,,,,,,,,,224563000.0,,,,,4000000.0,158985000.0,,,,,15225000.0,,,,,,,,,240302000.0,-236181000.0,-96865000.0,337167000.0,4121000.0,,,,,,,,8341000.0,,2048542000.0,,5957000.0,,,,,11618000.0,,
01579.HK,20211231,颐海国际,,122013000.0,-23130000.0,249000.0,8180000.0,,,632031000.0,5023000.0,1986929000.0,1573621000.0,1158321000.0,2128982000.0,,,,,-338267000.0,2573000.0,,,,,,,,,36410000.0,-115964000.0,,243529000.0,,,,,23750000.0,357437000.0,,,,,28605000.0,,-18810000.0,-3069000.0,,,,64050000.0,,-92567000.0,-299026000.0,-922056000.0,829489000.0,-391593000.0,,,1235302000.0,-9468000.0,,,,-21715000.0,,2156775000.0,,1722000.0,,,,1170161000.0,46029000.0,,
01579.HK,20210630,颐海国际,,,,,,,,340528000.0,1182000.0,1986929000.0,1218292000.0,430061000.0,2109782000.0,,,,,-338946000.0,,,,,,,,,,,,,243529000.0,,,,,,209571000.0,,,,,11269000.0,,,,,,,,,,-262830000.0,-723244000.0,231759000.0,-754315000.0,,,,,,,,-14322000.0,,2065928000.0,,1266000.0,,,,,19301000.0,,
01579.HK,20201231,颐海国际,,86161000.0,-18400000.0,-2462000.0,3914000.0,,,325994000.0,78454000.0,1036396000.0,1986929000.0,1497308000.0,465000000.0,,,,,162908000.0,-112613000.0,,,,,,,,,74816000.0,100701000.0,,203653000.0,,,,,,318961000.0,,,,,20407000.0,,-39862000.0,-1720000.0,,,,28574000.0,,1126243000.0,-210176000.0,-72511000.0,1198754000.0,916067000.0,,,1434404000.0,,,,,34466000.0,,584391000.0,6813000.0,10218000.0,39420000.0,,,1352183000.0,13336000.0,,
01579.HK,20200630,颐海国际,,,,,,,,105181000.0,41568000.0,1036396000.0,1269163000.0,605137000.0,7133517000.0,,,,,140441000.0,,,,,,,,,,,,,203653000.0,,,,,,176550000.0,,,,,12363000.0,,,,,,,,,,-203587000.0,-16672000.0,440950000.0,220691000.0,,,,,,,,12076000.0,,7118471000.0,6812000.0,4682000.0,,,,,6746000.0,,
01579.HK,20191231,颐海国际,,54570000.0,-22119000.0,3484000.0,,37487000.0,,258049000.0,55374000.0,1179910000.0,1036396000.0,1205355000.0,8412877000.0,,,,,-484845000.0,-23040000.0,,,,,,,,,100795000.0,-24449000.0,,148643000.0,,,,,,277642000.0,,,,,23679000.0,,6430000.0,-1620000.0,,,,10183000.0,,4138000.0,-154082000.0,-947254000.0,951392000.0,-149944000.0,,,1152049000.0,,,,,6430000.0,,8260571000.0,3388000.0,3320000.0,,,,1093620000.0,8827000.0,,
01579.HK,20190630,颐海国际,,,,,,,,137249000.0,39068000.0,1179910000.0,1163926000.0,476567000.0,3592000000.0,,,,,,,,,,,,,,,,,,148643000.0,,,,,,135609000.0,,,,,8541000.0,,,,,,,,,,-154764000.0,-212651000.0,349499000.0,-17916000.0,,,,,,,,1932000.0,,3554759000.0,,907000.0,,,,,6121000.0,,
01610.HK,20251231,中粮家佳康,1569071000.0,819099000.0,146376000.0,-5266000.0,-859000.0,,,2078275000.0,53727000.0,1054559000.0,581576000.0,-114001000.0,,,74344000.0,,,9428000.0,-187094000.0,,,-27264000.0,,-45030000.0,,151147000.0,,58367000.0,-82026000.0,,,37500000.0,,,,3443000.0,55091000.0,129606000.0,,,8430000.0,,,-44000.0,-3950000.0,,8430000.0,37500000.0,-229262000.0,-14373000.0,-3810229000.0,3337403000.0,-3641137000.0,-169092000.0,-472826000.0,8376483000.0,476876000.0,474773000.0,,,,-531218000.0,-157000.0,,,,1135000.0,,,,-686276000.0,42606000.0,4866868000.0,
01610.HK,20250630,中粮家佳康,1569071000.0,,,,,,,939342000.0,3143000.0,1054559000.0,635711000.0,,,,,,,9428000.0,,,,,,,,,,,,,,37500000.0,,,,6363000.0,,56484000.0,,,5568000.0,,,,,,,,,,-2346163000.0,1927323000.0,-2451907000.0,105744000.0,-418840000.0,5776288000.0,1271422000.0,,,-1559643000.0,,,-8000.0,,,,790000.0,,,,,25313000.0,3767168000.0,
01610.HK,20241231,中粮家佳康,,771919000.0,123727000.0,15342000.0,32671000.0,,,2472145000.0,23999000.0,1556185000.0,1054559000.0,711576000.0,,,39629000.0,,,498302000.0,-145276000.0,,,22897000.0,,9893000.0,,254448000.0,,72279000.0,-9522000.0,,77428000.0,75000000.0,,,,1100000.0,59653000.0,103964000.0,,,23962000.0,,,11482000.0,24829000.0,,23962000.0,75000000.0,224704000.0,-3736000.0,-1245529000.0,743600000.0,-1897452000.0,651923000.0,-501929000.0,6933086000.0,2663380000.0,1141680000.0,,,,-674452000.0,303000.0,,,19600000.0,328000.0,,,,554262000.0,101269000.0,5926425000.0,
01610.HK,20240630,中粮家佳康,,,,,,,,497939000.0,25475000.0,1161565000.0,499113000.0,,,,,,,-48000.0,,,,,,,,,,,,,,,,,,,,40046000.0,,,3853000.0,,,,,,,,,,-1169975000.0,507382000.0,-519574000.0,-650401000.0,-662593000.0,4775940000.0,998226000.0,,,,,,141000.0,,,,35000.0,,,,,47450000.0,4181062000.0,
01610.HK,20231231,中粮家佳康,,699917000.0,142933000.0,47958000.0,-141074000.0,,,1041595000.0,23924000.0,1040032000.0,1556185000.0,2034883000.0,,-29633000.0,-185348000.0,,,2390000.0,573311000.0,,,317564000.0,,-64797000.0,,59681000.0,,-353126000.0,239255000.0,,3538000.0,63750000.0,,,,361000.0,162825000.0,130703000.0,,,26622000.0,,,115484000.0,117515000.0,,22840000.0,63750000.0,-54313000.0,824000.0,1074356000.0,-580196000.0,-797702000.0,1872058000.0,494160000.0,5124453000.0,3077744000.0,449008000.0,791381000.0,,,999335000.0,21993000.0,,,,109555000.0,65139000.0,,1382090000.0,-34626000.0,81607000.0,7691905000.0,
01610.HK,20230630,中粮家佳康,,,,,,,,417858000.0,801000.0,1040032000.0,510877000.0,,,,,,,,,,,,,,,,,,,,,,,,,61000.0,,72182000.0,,,6161000.0,,,,,,,,,,641292000.0,-1192692000.0,-335377000.0,976669000.0,-551400000.0,2957468000.0,1021754000.0,,,,,,22245000.0,,,,36747000.0,40313000.0,,1353211000.0,,19647000.0,5411542000.0,
01610.HK,20221231,中粮家佳康,,586506000.0,176855000.0,4957000.0,-210918000.0,,,979148000.0,13737000.0,1040980000.0,1040032000.0,317155000.0,,,-222913000.0,,,698000.0,-166436000.0,,,147710000.0,,125995000.0,,405006000.0,,162096000.0,-92940000.0,,573594000.0,40050000.0,,,,5415000.0,323283000.0,151425000.0,,,11600000.0,,,-92889000.0,-8385000.0,,11600000.0,40050000.0,132503000.0,,-930047000.0,944432000.0,-923919000.0,-6128000.0,14385000.0,10938591000.0,2557164000.0,951621000.0,,,,-992984000.0,-15333000.0,,,,11203000.0,,,,477100000.0,42338000.0,9226802000.0,
01610.HK,20220630,中粮家佳康,,,,,,,,411007000.0,392000.0,1040980000.0,995931000.0,,,,,,,609000.0,,,,,,,,,,,,,573594000.0,,,,,1505000.0,,58781000.0,,,5168000.0,,,,,,,,,,-1548224000.0,1502864000.0,-403358000.0,-1144866000.0,-45360000.0,7473214000.0,995931000.0,,,,,,311000.0,,,,759000.0,,,,,16049000.0,5321926000.0,
01610.HK,20211231,中粮家佳康,,475037000.0,123366000.0,40412000.0,-219623000.0,,,1460808000.0,12005000.0,416650000.0,1040980000.0,3087943000.0,,,109348000.0,,,10959000.0,997396000.0,,,-335650000.0,,22917000.0,,-793362000.0,,65508000.0,433310000.0,,668836000.0,,,,,,6344000.0,110742000.0,,,13735000.0,,,17951000.0,-5923000.0,,13735000.0,,-544209000.0,,1610966000.0,-983561000.0,-1470633000.0,3081599000.0,627405000.0,7279383000.0,1039624000.0,936282000.0,,-36993000.0,,1652194000.0,-3075000.0,,,,14479000.0,,,,-1356000.0,72029000.0,7411337000.0,
01610.HK,20210630,中粮家佳康,,,,,,,,587972000.0,4922000.0,416650000.0,707273000.0,,,,,,,6331000.0,,,,,,,,,,,,,,,,,,,,40746000.0,,,6221000.0,,,,,,,,,,,-678883000.0,-614325000.0,1584079000.0,290871000.0,4177801000.0,707273000.0,,120000000.0,-37502000.0,,,-248000.0,,,,3519000.0,,,,,28855000.0,4907083000.0,
01610.HK,20201231,中粮家佳康,,384656000.0,156269000.0,702824000.0,-9214000.0,,,1712759000.0,31736000.0,630415000.0,416650000.0,2988641000.0,,,354538000.0,,,-1895000.0,153476000.0,,,109285000.0,,-132021000.0,,-49335000.0,,44976000.0,-476333000.0,,573394000.0,21000000.0,,,,3491000.0,26789000.0,182920000.0,,,6174000.0,,,-4798000.0,-38397000.0,,6174000.0,42000000.0,2293307000.0,,1240301000.0,-1455688000.0,-1721551000.0,2961852000.0,-215387000.0,9870831000.0,4354224000.0,2873823000.0,35800000.0,-26307000.0,,110232000.0,1622000.0,,,39917000.0,20481000.0,,,,3937574000.0,65458000.0,10580464000.0,
01610.HK,20200630,中粮家佳康,,,,,,,,357049000.0,13295000.0,630415000.0,763485000.0,,,,,,,-71492000.0,,,,,,,,,,,,,,,,,,,,153983000.0,,,4204000.0,,,,,,,,,,,2067736000.0,-462098000.0,-1483609000.0,122029000.0,8767457000.0,,,,-26867000.0,,,11041000.0,,,,2401000.0,,,,,42001000.0,6503737000.0,
01610.HK,20191231,中粮家佳康,,310202000.0,162331000.0,67642000.0,,,,965940000.0,15828000.0,274171000.0,630415000.0,-1040682000.0,,,108330000.0,,,914976000.0,-2710496000.0,,,-350951000.0,,187742000.0,,-58679000.0,,-37998000.0,-26782000.0,,,10552000.0,,,,17217000.0,7875000.0,207286000.0,,,25021000.0,,,-375000.0,-6575000.0,3713000.0,25021000.0,10552000.0,1179149000.0,360000.0,-1044366000.0,1441199000.0,4191000.0,-1048557000.0,396833000.0,7519078000.0,2161904000.0,859819000.0,47000000.0,-4689000.0,,988333000.0,-40589000.0,,,56588000.0,4438000.0,,18444000.0,,1531489000.0,25461000.0,5948720000.0,
01610.HK,20190630,中粮家佳康,,,,,,,,397239000.0,29945000.0,274171000.0,786913000.0,,,,,,,749185000.0,,,,,,,,,,,,,,,,,,,,80595000.0,,,16281000.0,,,,,,,,,,,329973000.0,347534000.0,-158663000.0,518844000.0,2211944000.0,,,,,,,-6102000.0,,,,448000.0,,8804000.0,,,11814000.0,1789562000.0,
01628.HK,20251231,禹洲集团,,62827000.0,3084650000.0,1946646000.0,-27879414000.0,1694000.0,108000000.0,9000.0,,1119223000.0,1035867000.0,-604917000.0,,,4100310000.0,,,437132000.0,,,,-799529000.0,8133547000.0,,,,,-3691499000.0,,,34234000.0,,,,,,309126000.0,514046000.0,,,,17939000.0,,,222325000.0,,17939000.0,,-1158605000.0,-573155000.0,2037636000.0,-2123285000.0,2933740000.0,-896104000.0,-85649000.0,,2071734000.0,-401054000.0,-237758000.0,2500274000.0,,-7946692000.0,2293000.0,,-3902000.0,,245000.0,,,85821000.0,20891047000.0,,1315068000.0,
01628.HK,20250630,禹洲集团,,25342000.0,1874212000.0,3445117000.0,249343000.0,2953000.0,36000000.0,729000.0,,1119141000.0,1296840000.0,325383000.0,,,-595520000.0,,,346668000.0,,,,1123357000.0,2919528000.0,,,,,-627859000.0,,-1083180000.0,,,,,,,124205000.0,243982000.0,,,,13834000.0,,,128000.0,,13834000.0,,-736931000.0,-539770000.0,1291139000.0,-1108583000.0,1076127000.0,215012000.0,182556000.0,,2593680000.0,-718517000.0,-214804000.0,729841000.0,,-692426000.0,-4857000.0,,,,347000.0,,,,-7578223000.0,,613797000.0,
01628.HK,20241231,禹洲集团,,63358000.0,3964401000.0,8438865000.0,233831000.0,3164000.0,337500000.0,1255000.0,,3773803000.0,1119141000.0,-2731336000.0,,,-1439958000.0,,,-489260000.0,,,,401405000.0,10898060000.0,,,,,-2158686000.0,,-2876534000.0,55689000.0,74625000.0,,,,,392157000.0,643779000.0,,,,30525000.0,,,24859000.0,,30525000.0,,-1245792000.0,80963000.0,307289000.0,-2966543000.0,3400257000.0,-3092968000.0,-2659254000.0,8781000.0,2238282000.0,-847234000.0,-50000000.0,3670541000.0,,-6708389000.0,4592000.0,,,,145807000.0,,-201000.0,,-14660298000.0,,1888356000.0,
01628.HK,20240630,禹洲集团,,25945000.0,1898184000.0,5040125000.0,177084000.0,3185000.0,112500000.0,1520000.0,,3773803000.0,1404115000.0,482004000.0,,,-680531000.0,,,-788466000.0,,,,208304000.0,970192000.0,,,,,-226591000.0,,3980655000.0,33644000.0,64600000.0,,,,,182866000.0,299965000.0,,,,27398000.0,,,,,27398000.0,,-402063000.0,-110264000.0,-594945000.0,-1807327000.0,-921481000.0,326536000.0,-2402272000.0,8781000.0,2808230000.0,-260657000.0,-50000000.0,-197163000.0,,-3509368000.0,32584000.0,,,,1068000.0,,,,-7890109000.0,,1319999000.0,
01628.HK,20231231,禹洲集团,179031000.0,58351000.0,3862323000.0,6450505000.0,179609000.0,6920000.0,712500000.0,647000.0,,5630872000.0,3773803000.0,-3241723000.0,,104827000.0,-1655414000.0,,,139750000.0,,,,790578000.0,4729264000.0,,,,,1046631000.0,,9022834000.0,15000000.0,,,,,,695665000.0,273433000.0,,,,67068000.0,,,58981000.0,,67068000.0,,-3049933000.0,252523000.0,1394534000.0,-3335299000.0,5264854000.0,-3870320000.0,-1940765000.0,20000000.0,7547606000.0,-1002264000.0,-485100000.0,5325430000.0,,-16173352000.0,83696000.0,,,30900000.0,2962000.0,13891000.0,-37501000.0,,-14231333000.0,,1795339000.0,
01628.HK,20230630,禹洲集团,,26840000.0,1635835000.0,4218299000.0,187113000.0,4440000.0,600000000.0,779000.0,,5630872000.0,4864889000.0,1113111000.0,,104827000.0,-268679000.0,,,714240000.0,,,,436941000.0,-489672000.0,,,,,694679000.0,,10192885000.0,130196000.0,,,,,,567497000.0,424637000.0,,,,24685000.0,,,-59014000.0,,24685000.0,,-2290225000.0,-13319000.0,1931796000.0,-2838399000.0,1361497000.0,570299000.0,-906603000.0,,9729778000.0,-773767000.0,-139704000.0,645221000.0,,-8679276000.0,140620000.0,,,92100000.0,2815000.0,,,,-9184167000.0,,1531135000.0,
01628.HK,20221231,禹洲集团,1187270000.0,57189000.0,674450000.0,8428307000.0,1650167000.0,11715000.0,1650000000.0,257030000.0,,14377647000.0,5630872000.0,-7751565000.0,,1310535000.0,1487297000.0,,,1633726000.0,,,,-11424980000.0,11062070000.0,,,,,2681864000.0,,-94055000.0,144133000.0,,,,,,1494427000.0,1733018000.0,,,,188924000.0,,,-77803000.0,,188924000.0,,-315413000.0,-1147940000.0,-436051000.0,-8428443000.0,8621017000.0,-9057068000.0,-8864494000.0,4365513000.0,11261744000.0,-983447000.0,-675854000.0,7859161000.0,,-10480314000.0,117719000.0,-51733000.0,,844955000.0,13588000.0,51967000.0,506875000.0,,-13157507000.0,,8073638000.0,
01628.HK,20220630,禹洲集团,,34646000.0,256384000.0,199763000.0,,2626000.0,1686101000.0,322921000.0,,14377647000.0,7777701000.0,181421000.0,,,6377638000.0,,,1432892000.0,,,,-8854705000.0,669915000.0,-549136000.0,,,,1969420000.0,,-111211000.0,51704000.0,,,,,,1255796000.0,2221431000.0,,,,8027000.0,,,481064000.0,,8027000.0,,158674000.0,-104120000.0,3220479000.0,-11759729000.0,4286827000.0,-1066348000.0,-8539250000.0,1018415000.0,15555402000.0,679500000.0,-585853000.0,2406783000.0,,,1939304000.0,,,,16546000.0,,753527000.0,,729726000.0,,8233055000.0,
01628.HK,20211231,禹洲集团,-3115837000.0,69080000.0,276097000.0,390000000.0,27025000.0,8459000.0,7648062000.0,681742000.0,,23586502000.0,14377647000.0,1821235000.0,,,-12146539000.0,,,7740030000.0,,,,-3723503000.0,23492354000.0,-6099608000.0,,,,-1908267000.0,,89313000.0,103759000.0,,,,,,277030000.0,4511248000.0,,,,234746000.0,,,99103000.0,,234746000.0,,706694000.0,288596000.0,1453719000.0,-10378511000.0,-325232000.0,1778951000.0,-8924792000.0,7382239000.0,28755294000.0,2604050000.0,-368310000.0,-10533775000.0,,-486565000.0,-284063000.0,5970118000.0,-98930000.0,4148699000.0,36014000.0,,97334000.0,,3162528000.0,,15235439000.0,12749000.0
01628.HK,20210630,禹洲集团,244911000.0,41053000.0,127657000.0,,-672261000.0,7879000.0,4652634000.0,747460000.0,,26329729000.0,20943652000.0,-3459106000.0,,80510000.0,-6834980000.0,,,1011220000.0,,,,2192314000.0,-2366055000.0,-8406316000.0,,,,2402502000.0,,7780373000.0,52070000.0,,,,,,543967000.0,2264876000.0,,,,183724000.0,,,-6724000.0,,183724000.0,-11194000.0,,-301314000.0,-2837483000.0,-2924547000.0,981866000.0,-3819349000.0,-5762030000.0,6616166000.0,20943652000.0,1773056000.0,-36099000.0,739000000.0,,,375953000.0,3580241000.0,98930000.0,3703652000.0,64000.0,,125023000.0,,2133220000.0,,9728734000.0,9683000.0
01628.HK,20201231,禹洲集团,580758000.0,74021000.0,124281000.0,57560000.0,-387260000.0,10815000.0,5092358000.0,338780000.0,,28455729000.0,23586502000.0,-341932000.0,,161276000.0,6896583000.0,,,-3826774000.0,,,,-1511801000.0,-3018721000.0,,,,,742183000.0,,1006878000.0,822131000.0,,,,,,947701000.0,5170018000.0,,,,540503000.0,,,2372000.0,,540503000.0,2292000.0,-148693000.0,230260000.0,-9586431000.0,5166876000.0,-8837301000.0,-749130000.0,-4419555000.0,11500009000.0,47173004000.0,-600318000.0,,-5627225000.0,,-3856736000.0,-449672000.0,11957125000.0,,2652357000.0,7242000.0,,1528994000.0,26758000.0,146999000.0,,9506732000.0,216858000.0
01628.HK,20200630,禹洲集团,-62675000.0,41369000.0,127420000.0,,-72897000.0,7884000.0,1658842000.0,27840000.0,262985000.0,30321851000.0,36543786000.0,7525527000.0,,161276000.0,1981098000.0,,,-524305000.0,,,,-3695747000.0,5481639000.0,,3996585000.0,,,-1500740000.0,,-4054782000.0,294000000.0,,,,,,1479612000.0,1902804000.0,,,,211952000.0,,,,,211952000.0,,26013000.0,-44395000.0,,2596704000.0,-3194945000.0,6257867000.0,5659626000.0,4208090000.0,,-387236000.0,-56717000.0,21763000.0,,9701295000.0,562309000.0,7582202000.0,,49000000.0,3348000.0,,1528984000.0,14191000.0,-297442000.0,,5183140000.0,
01628.HK,20191231,禹洲集团,6104255000.0,83188000.0,360345000.0,189292000.0,-600546000.0,12160000.0,9360361000.0,370932000.0,,27162230000.0,28455729000.0,700816000.0,,143000000.0,10032364000.0,,,-5108196000.0,,,,-7833253000.0,-11304659000.0,,,,,2912335000.0,,8076999000.0,407154000.0,,,,,,2607003000.0,,4338458000.0,,,385481000.0,,,1400044000.0,,385481000.0,255794000.0,61511000.0,165880000.0,-24803079000.0,25300397000.0,-18943915000.0,-5859164000.0,497318000.0,16710429000.0,56911458000.0,4380230000.0,,-6153486000.0,,-5563200000.0,796181000.0,24830041000.0,,3348755000.0,1873000.0,,-1208919000.0,22878000.0,6604501000.0,,9701191000.0,
01628.HK,20190630,禹洲集团,1652636000.0,19261000.0,89963000.0,187321000.0,-597214000.0,6298000.0,2000000000.0,601853000.0,,27162230000.0,35721585000.0,-449425000.0,,152941000.0,8511590000.0,,,-1087483000.0,,,,186042000.0,-5831739000.0,,,,,-868533000.0,,4910587000.0,53273000.0,,,,,,1953879000.0,,1632880000.0,,,140494000.0,,,,,140494000.0,,20590000.0,239553000.0,-7899586000.0,16752432000.0,-4003896000.0,-3895690000.0,8852846000.0,8499256000.0,71443170000.0,2599995000.0,,-661924000.0,,-9957367000.0,-293491000.0,13695401000.0,,500000000.0,,,,22936000.0,3295003000.0,,3758947000.0,
01638.HK,20251231,佳兆业集团,-1000.0,342763000.0,2679107000.0,28379576000.0,-86662429000.0,,,73038000.0,,697649000.0,544685000.0,1173209000.0,2028000.0,303000.0,2538894000.0,604537000.0,,,72782000.0,,,790612000.0,3353607000.0,,-53730000.0,,,,-1802687000.0,,81226000.0,3377000.0,,,,,285035000.0,,51198000.0,,7011000.0,,,1184205000.0,-6334000.0,,7011000.0,,-1383425000.0,-1635588000.0,1064889000.0,-1352741000.0,227913000.0,836976000.0,-287852000.0,1000000.0,,-619935000.0,-153657000.0,-400000.0,,-3764601000.0,134888000.0,,164259000.0,,75004000.0,,-3000.0,,52806917000.0,66362000.0,1052193000.0,
01638.HK,20250630,佳兆业集团,399000.0,,,,,,,34467000.0,,697649000.0,749047000.0,372669000.0,2028000.0,-799000.0,,,,,,,,,,,-97308000.0,,30216000.0,,,,,,,,,,56611000.0,,178989000.0,,,,,,,,,,,,216345000.0,-313979000.0,79276000.0,137069000.0,-97634000.0,1000000.0,,,-71225000.0,-20789000.0,,,149032000.0,,39315000.0,,339000.0,,-3000.0,,,,274769000.0,
01638.HK,20241231,佳兆业集团,-111998000.0,390666000.0,1966489000.0,17378282000.0,,2786000.0,,190412000.0,1172000.0,994771000.0,697649000.0,348499000.0,7320000.0,704000.0,-982297000.0,698697000.0,,,-7762000.0,,,-467376000.0,698719000.0,,-710926000.0,,14876000.0,,-285285000.0,,22746000.0,,,,,,201499000.0,,271815000.0,,19362000.0,,,-1516440000.0,-1944672000.0,,19362000.0,,-1022725000.0,-3087794000.0,857698000.0,-1133699000.0,982513000.0,-124815000.0,-276001000.0,64556000.0,,-1795073000.0,-53694000.0,,,2488876000.0,-21121000.0,,87805000.0,664000.0,,,251326000.0,,-29085565000.0,93511000.0,1043140000.0,
01638.HK,20240630,佳兆业集团,-121964000.0,,,,,,,27050000.0,1184000.0,994771000.0,745654000.0,-352039000.0,,-355042000.0,,,,,,,,,,,,,26061000.0,,,,,,,,,,257161000.0,,39510000.0,,,,,,,,,,,,-909805000.0,351647000.0,-261095000.0,-648710000.0,-558158000.0,607526000.0,,,-58775000.0,-460074000.0,,,309041000.0,,105249000.0,663000.0,,,,,,,578870000.0,
01638.HK,20231231,佳兆业集团,44677000.0,391011000.0,1785323000.0,8374731000.0,1128201000.0,5805000.0,,73646000.0,2900000.0,2067642000.0,994771000.0,315523000.0,,-2701000.0,330189000.0,1228715000.0,,,-31296000.0,,,-539993000.0,19257070000.0,,710718000.0,,78408000.0,,831181000.0,,54739000.0,,,,,,304423000.0,,370278000.0,,48751000.0,,,-1239476000.0,-669626000.0,,48751000.0,,-1703862000.0,-2632909000.0,-963549000.0,-199144000.0,-604371000.0,-359178000.0,-1162693000.0,1587104000.0,,-813055000.0,314410000.0,,,-19947288000.0,89822000.0,,96839000.0,914000.0,61339000.0,26790000.0,-6149000.0,,-18695248000.0,87881000.0,2040061000.0,
