hsi_return,trade_date
0.009744262249386848,2024-06-13
-0.009432730332025074,2024-06-14
-0.00031547351889371633,2024-06-17
-0.001146756397732318,2024-06-18
0.028737036892486634,2024-06-19
-0.00515834495504619,2024-06-20
-0.016732774558666397,2024-06-21
-4.4850812547236885e-05,2024-06-24
0.0025066661697465964,2024-06-25
0.0009422558918010804,2024-06-26
-0.020644579101546046,2024-06-27
0.00012071658688905806,2024-06-28
0.0028518744857763956,2024-07-02
0.011786146101255168,2024-07-03
0.0027649019644482298,2024-07-04
-0.012683957138085677,2024-07-05
-0.015480610968463981,2024-07-08
-4.736791012449615e-05,2024-07-09
-0.0029424110449811636,2024-07-10
0.020642569248543463,2024-07-11
0.02585476935600095,2024-07-12
-0.015166218228481076,2024-07-15
-0.01598356750277885,2024-07-16
0.0006447258626072205,2024-07-17
0.002198494744553914,2024-07-18
-0.020290367112673735,2024-07-19
0.012527568297836744,2024-07-22
-0.009442198305988136,2024-07-23
-0.0090620720744089,2024-07-24
-0.016702661707466926,2024-07-25
-3.522573962000397e-05,2024-07-26
0.01275044575899864,2024-07-29
-0.013657329512816063,2024-07-30
0.020095939458893097,2024-07-31
-0.0022853610211661657,2024-08-01
-0.02077156794362167,2024-08-02
-0.014585007712565767,2024-08-05
-0.0030553619133616428,2024-08-06
0.013847229251858328,2024-08-07
0.0008277532603271354,2024-08-08
0.011745346105625831,2024-08-09
0.0012533430672083679,2024-08-12
0.00364723184644955,2024-08-13
-0.0035344682586463394,2024-08-14
-0.0002465179341797352,2024-08-15
0.018763042416106046,2024-08-16
0.00799821430212222,2024-08-19
-0.003329064589211228,2024-08-20
-0.006856819337488718,2024-08-21
0.014374681961776048,2024-08-22
-0.0016382512683521533,2024-08-23
0.010596741076552618,2024-08-26
0.0042665657114326905,2024-08-27
-0.010194353457794403,2024-08-28
0.005305715030710312,2024-08-29
0.011399209979228164,2024-08-30
-0.016515562183808674,2024-09-02
-0.002288070075927129,2024-09-03
-0.010999093450302921,2024-09-04
-0.0007469100456716227,2024-09-05
-0.014178833927001144,2024-09-09
0.0021590388199950183,2024-09-10
-0.00727505237507331,2024-09-11
0.007696645760223664,2024-09-12
0.007464982757604988,2024-09-13
0.003053084378746629,2024-09-16
0.013655077703507601,2024-09-17
0.01999661576676659,2024-09-19
0.01362393683958052,2024-09-20
-0.0006277018027065484,2024-09-23
0.04129153590251877,2024-09-24
0.0067650142311797,2024-09-25
0.041584835930288166,2024-09-26
0.03551998086534325,2024-09-27
0.024300678415159593,2024-09-30
0.06198876866790304,2024-10-02
-0.014713271645495407,2024-10-03
0.028189074534382463,2024-10-04
0.015961307337674313,2024-10-07
-0.09406974008054558,2024-10-08
-0.013836275945642296,2024-10-09
0.02978790901271,2024-10-10
-0.007486894144240641,2024-10-14
-0.03669866213857631,2024-10-15
-0.0015719171564189116,2024-10-16
-0.010240624049581037,2024-10-17
0.03610768309981838,2024-10-18
-0.015653082361282267,2024-10-21
0.001000479543483701,2024-10-22
0.012742173712791294,2024-10-23
-0.013031276022073879,2024-10-24
0.0049064479583553755,2024-10-25
0.0004472519238709616,2024-10-28
0.004940991035067066,2024-10-29
-0.015482238674952242,2024-10-30
-0.0031064061252981112,2024-10-31
0.009307306060780007,2024-11-01
0.00297905801648346,2024-11-04
0.021366269822051365,2024-11-05
-0.022306397736837513,2024-11-06
0.020204074859464294,2024-11-07
-0.010745322335434682,2024-11-08
-0.014533819574848672,2024-11-11
-0.028396280645150207,2024-11-12
